nombre,postal,calle,cocina,lat,lon,wheelchair
Baan Pad Thai,28015,Calle de San Bernardino,thai,40.4249284,-3.7097918,no
Taberna del Mozárabe,28015,Calle de los Reyes,,40.4244048,-3.7092948,limited
Chincha Casa Perú,28015,Plaza de los Mostenses,peruvian,40.4236184,-3.7092883,no
Los Remos,,,,40.4675695,-3.8115195,
San Antonio,,,,40.4213633,-3.7216412,
La Pesca,,,fish,40.4143382,-3.7326839,
Las Tablas,,,,40.4219357,-3.7136476,limited
La Victoria,28012,Calle de Lavapiés,,40.4103444,-3.7024668,
Shapla,28012,Calle de Lavapiés,indian,40.4097832,-3.7024206,
Calcuta,28012,Calle de Lavapiés,indian,40.409339,-3.7020612,
Raj Puth,,,indian,40.4087713,-3.7008603,
La Jaca,,,andalucian,40.4080006,-3.7459504,
TAN-GO,,,pizza,40.4079428,-3.7461223,
Gaztelubide,,,,40.467595,-3.8110227,
,,,,40.4452296,-3.6975472,
Las Pecas: Tex-Mex pizza,,,italian;mexican,40.39538,-3.7682195,
El Bierzo,28004,Calle de Barbieri,regional,40.4214789,-3.6979501,
Le Cocó,28004,Calle de Barbieri,,40.4215857,-3.6980068,
La Panza es Primero,,,mexican,40.4317989,-3.7164258,
Turkana,,,,40.4138561,-3.711551,
Los Ángeles,28015,Calle de Rodríguez San Pedro,,40.4318093,-3.7116055,
Vegaviana,,Calle de Pelayo,,40.4233396,-3.6981607,no
La Funda Mental,,,,40.4080258,-3.6991619,
Lab '84,28004,Calle de la Puebla,,40.4220838,-3.7030382,
Chie's Place,,,,40.39725,-3.7658137,
Sukothay - Japonés y thailandés,,,japanese,40.4547021,-3.6909526,
Restaurante Oriental Victoria,,,chinese,40.357456,-3.6856589,
Restaurante Rast,,Albala,,40.4363246,-3.6205603,
Saona,28020,Calle Pedro Teixeira,international,40.4549728,-3.6943138,
Vips,28014,Calle de Alcalá,international,40.4181191,-3.699256,yes
Ginos,,,italian,40.4181354,-3.6991863,limited
Delicias del Museo,,,spanish,40.4559162,-3.6926439,
Estrella Central,28007,Avenida de la Ciudad de Barcelona,asian,40.4007021,-3.6740997,
Vips,,Calle de Isabel Colbrand,international,40.5102939,-3.6785848,
ARIMA,,Calle de Ponzano,,40.4407523,-3.6992459,
Restaurante Vivares,28004,Calle de Hortaleza,,40.4224261,-3.6994754,
BASICS by Goiko,28004,Calle de Hortaleza,burger,40.4226539,-3.699278,
La Nieta,28004,Calle de la Libertad,regional,40.4216046,-3.6974219,
Bioloco,28008,Paseo del Rey,,40.4213246,-3.7180187,no
Bar Cruz de Mayo,28003,Santa Engracia,,40.4392996,-3.7003108,
Lena,28015,Calle de San Bernardo,,40.4222787,-3.7076117,no
casa de Can,28004,Calle de San Onofre,regional,40.4215617,-3.7017509,
O'Ribeirinho,,,spanish,40.4965284,-3.6902302,
Aynaelda,28047,Calle de los Yébenes,spanish,40.3959467,-3.7540916,
,,Calle del Príncipe Carlos,,40.4931448,-3.654702,
Hak,28050,Avenida del Ingeniero Emilio Herrera,asian,40.4920701,-3.6529201,
Mi cocina asiática,28050,Calle del Principe Carlos,,40.4949227,-3.6587789,
,,Calle del Príncipe Carlos,,40.4932192,-3.6548226,
Do Meigo,28050,Calle del Príncipe Carlos,,40.4948236,-3.6586351,
Ni Hao,28050,Calle del Príncipe Carlos,asian,40.4931952,-3.6560323,
Restaurante Bar Mundi,28015,Calle de San Bernardino,,40.4251996,-3.7105807,limited
Los Tres Cerditos,28008,Cuesta de San Vicente,,40.4204833,-3.7169005,no
Puro Teatro,28004,Calle de Manuela Malasaña,,40.4285343,-3.7030124,
Samara,,Calle del Cardenal Cisneros,,40.4303176,-3.7018444,
Il Posto,28015,Calle de Bravo Murillo,,40.4362502,-3.7044794,no
Teikit,28003,Calle de Santa Engracia,sushi,40.4422891,-3.7017156,
La Fontana de Cronos,,,,40.4392085,-3.6193841,
,,,,40.4395065,-3.6192339,
El Chiscón,28001,Calle de Castelló,spanish,40.4225777,-3.681808,yes
Lupita IV,28038,Calle del Monte Olivetti,,40.3971312,-3.6652164,
El Roble,,,,40.4035592,-3.6981029,
La Vera,28012,Calle de Atocha,,40.4127889,-3.6997456,
Foster's Hollywood,,,american,40.4210103,-3.7197439,no
El Ñeru,,Calle de Bordadores,asturian,40.4164803,-3.7077567,
Restaurante Triana,28009,Calle de Narváez,andalusian,40.4196753,-3.6763117,yes
Espada Da'Tomaso,,,,40.418079,-3.6754706,limited
Portosín,,,,40.4281529,-3.694936,
Pintxos,,,regional,40.5093214,-3.6679714,
Excalibur,28008,Calle de Martín de los Heros,grill,40.4257675,-3.7146245,
Bar Lozano,28004,Calle de San Joaquín,,40.4245087,-3.7016365,
Al Socaire,28009,Calle de Pío Baroja,,40.4131984,-3.6750319,
Cafetería Veterinaria,,,,40.4487969,-3.7379546,yes
Raddish Express,,,,41.8741953,-93.8148033,
Pinocchio,28009,Plaza del Doctor Laguna,,40.4156157,-3.6718127,
Casa Guerra,28031,Calle del Monte Aya,,40.377199,-3.6219534,
Nuestro Bar,,Calle de Peña Cavero,,40.373439,-3.6217926,
Come y caña,,,,40.468002,-3.7224352,
Las Marismas,,,,40.4143452,-3.7264511,
Lizarrán,28015,Calle de Bravo Murillo,spanish,40.4363248,-3.70409,limited
Fidela,,Calle de Viriato,,40.4362604,-3.7040912,no
Deli,28015,Calle de Bravo Murillo,,40.4364775,-3.7040817,no
Astros,28015,Calle de Bravo Murillo,burger,40.4374026,-3.7040554,limited
Oriental Palace,28035,Calle Federico Carlos Sáinz de Robles,chinese,40.4646737,-3.721344,
Restaurante La Parra,,,,40.4709107,-3.7223125,
Passaparola,,,italian;pizza,40.38798,-3.7661296,
Guang Zhou,,Calle de Guareña,chinese,40.3878815,-3.7660957,
Vips,28003,Calle de Julián Romea,international,40.4427453,-3.7133622,designated
,,,,40.4431338,-3.7166282,
Donate,,,,40.4492162,-3.7128052,
,,,,40.4492448,-3.7125222,
Casa Coronel,,,,40.3877528,-3.7660562,
Taberna Pompeyana,,,,40.4151701,-3.7018097,
Il cratere del gusto,,,italian,40.4295828,-3.7190864,
La Tagliatella,28013,Calle Preciados,italian,40.4197656,-3.7068279,
Preity Raj 2,28013,Calle del Postigo de San Martín,indian,40.4190038,-3.7063703,
Badila,28012,Calle de San Pedro Mártir,spanish,40.4117997,-3.7037506,
Casquería Oscar,,Calle de la Encomienda,,40.4108769,-3.7049558,
El Rancho,28005,Paseo de los Melancólicos,argentinian,40.401396,-3.7180839,
Neotaberna La Fortu,,,regional,40.4555174,-3.7035435,
Trilla La Tahona,,,,40.4008797,-3.7514239,
Enso Sushi,,Paseo de la Castellana,japanese,40.4281119,-3.6903528,
Bar La Cueva de Barragan,,,,40.4207498,-3.7156141,
La Almendra de la Morería,,,,40.4133992,-3.712782,
La Copita Asturiana,28005,Calle de Tabernillas,,40.4107963,-3.7113502,
La Dehesa de Santa María,28013,Calle Mayor,,40.4151747,-3.7133534,
Zoco,,,,40.4129943,-3.7134259,
La Muralla,,,,40.4116416,-3.7109461,
La Potente,28005,Calle de la Cava Baja,,40.411831,-3.710589,yes
Viuda de Vacas,28005,Calle del Águila,,40.4101448,-3.7120274,
La Pizpireta,,,,40.4105256,-3.7117029,
Los Ángeles,,,,40.4101937,-3.7123383,
Casa Mateos,,,,40.4100457,-3.7123468,
Taberna El Búho,28005,Calle del Humilladero,,40.4112183,-3.7106426,
Taberna J. Blanco,,,,40.4101838,-3.7118118,
El Bombín de Sabina,,,,40.410247,-3.7117506,
San Francisco 13,28005,Carrera de San Francisco,,40.4105984,-3.7134164,
,,,,40.4106028,-3.710243,
La Figal. Comidas caseras,28008,Calle de Arriaza,regional,40.420931,-3.7159567,
Torayo Antonio,,,,40.4138083,-3.715722,
D'Madrid,28050,Avenida de Manoteras,,40.4879765,-3.6673409,
Crono,28050,Avenida de Manoteras,regional,40.4876267,-3.6645921,
El rincón del puchero,,,,40.3622261,-3.7588382,
Bastardis,28054,Avenida de la Peseta,pizza,40.3622128,-3.7586121,
La fábula,,,spanish,40.3616708,-3.7577031,
Il Pomo d'oro,,,pizza,40.3618142,-3.7562517,
La Maluca,,,,40.3619757,-3.7559942,
Mesón La Peseta,,,spanish,40.3620309,-3.7553934,
Los Barriletes,28009,Calle de O'Donnell,,40.4213404,-3.6693494,
Pizza Jardín,28003,Paseo de San Francisco de Sales,italian,40.4417737,-3.7142206,
Sanissimo Opera,28013,Calle de Campomanes,,40.4189932,-3.7093862,
Juca Cervecería,,,,40.4076305,-3.7494739,
Las Murallas,,,,40.3929579,-3.7554134,
Feito Río,,,regional,40.3916974,-3.7031479,
La Parrilla,,,,40.3891331,-3.7008566,
El Mirador de Legazpi,,,spanish,40.3916982,-3.6952074,
Piantao,,,regional,40.3920984,-3.6961216,
Marisquería O´Portiño,28045,Plaza del General Maroto,,40.3941176,-3.6982766,
El Tizón,28045,Calle de Jaime I El Conquistador,spanish,40.3952903,-3.698515,
Luis,,,spanish,40.3958958,-3.7011909,
go hyang mat,,,korean,40.3964475,-3.6991991,
Don José,28045,Calle Torres Miranda,,40.3980962,-3.6981931,
Casa Luis,,,spanish,40.3988617,-3.7014414,
Parras,,,spanish,40.3965246,-3.6979293,
Alconada,,,spanish,40.3997057,-3.6999893,
La Casa de Chen,,,chinese,40.3969863,-3.6964256,
Wenger,,,chinese,40.3968085,-3.6962994,
La Vaca,28008,Paseo del Pintor Rosales,steak,40.4294952,-3.7219844,
,,,,40.3987063,-3.7011208,
Bar Alonso,,,spanish,40.3967276,-3.6966787,
City de Oro,,,chinese,40.3952005,-3.6951744,
Cocina Asiática Chun,,,chinese;sushi,40.3921939,-3.6932917,
Fang,28045,Calle de Embajadores,chinese,40.3931425,-3.6942438,
Anta,,,spanish,40.3916886,-3.6936871,
Buenas y Santas,28045,Calle Bolívar,international,40.3919476,-3.6929196,
Viejo Madrid,,,spanish,40.3981093,-3.7021654,
Bremen,,,german,40.3921718,-3.6947613,
La Flor de Asturias,,,regional,40.3924736,-3.6947225,
El Tarugo,,,spanish,40.3932428,-3.6946347,
Bodas Imperio,,,,40.4819771,-3.7178905,
Bar Restaurante La Ponderosa,,Avenida del Cardenal Herrera Oria,,40.4820951,-3.7175817,
Cafetín La Quimera,28028,,,40.4256264,-3.661802,
La Picapizza,28047,Calle de Illescas,pizza,40.3897104,-3.7525518,
Alegría,28047,Calle de Illescas,chinese,40.3899185,-3.7528223,
Passaparola,,,italian,40.3901299,-3.7531031,
Matsuri,,,japanese,40.4536932,-3.6218016,
Taberna La Alhambra,28012,Calle de la Victoria,,40.4159786,-3.7016048,
,,,spanish,40.4630051,-3.6165784,
Chop Suey,,,chinese,40.386846,-3.7520124,
Di Adrianna Pizza&Pasta,,,italian;columbian,40.3866438,-3.751623,
Ginos,,,italian,40.4400749,-3.6294106,
La cajita de Nori,28015,Calle del Limón,,40.4272019,-3.7100959,no
Pepe's,28050,Calle de Oña,spanish,40.4888475,-3.6618528,
La Parrilla del Hontanal,28050,Avenida de la Fuente de la Mora,spanish,40.4864212,-3.6626457,
Rocafría,,,,40.4218481,-3.6955709,no
El Duero,,,,40.3879137,-3.7655525,
La Librería Alejandría,,,,40.388345,-3.7662382,
Radiante Oriental,,,chinese,40.3888824,-3.7663974,
Trattoria di Aluche,,,italian;pizza,40.3886507,-3.7663267,
Café Bar Alma,,,spanish,40.410196,-3.697543,yes
Bahía Taberna,,Calle Bahía de Palma,,40.4636354,-3.5924192,
Alcaravea Gaztambide,28015,Calle de Gaztambide,spanish,40.4381918,-3.7152002,limited
Lua,,Paseo de Eduardo Dato,spanish,40.4328894,-3.6957761,
Museo del Jamón,28009,Calle de Alcalá,,40.4254426,-3.6746794,
Victoria,,,english,40.4235782,-3.670879,
Mesón Gallego III,28039,Pasaje de La Remonta,,40.4644344,-3.6971507,limited
El Chaflán del Bulevar,28032,Bulevar de Indalecio Prieto,,40.4013283,-3.6206469,
Taberna de la Chana,28032,Bulevar de Indalecio Prieto,,40.4014756,-3.621316,
Dimas,,,regional,40.3785298,-3.7537756,
100 Montaditos,,,sandwich,40.4351388,-3.697266,
Sidrería La Cuenca,28004,Calle de la Cruz Verde,regional,40.4238331,-3.707038,no
Más que Pintxos,28036,Calle del Doctor Fleming,tapas,40.4568397,-3.6877463,
Bohemia,,,,40.3921771,-3.739915,
Casa Finis,,,,40.4034873,-3.745243,
Chifa El Retablo de Kelly,,,chifa;peruvian,40.3955171,-3.7427638,
Casa Mari,,,,40.4007125,-3.7455239,
La Brasería,,,grill,40.3945789,-3.7425361,
La Casa de Lin,,,chinese,40.3922884,-3.7401523,
Buen Provecho,,,octopus;snail,40.3953788,-3.7430807,
Mesón El Molinero,28047,Calle de la Alhambra,steak_house;spanish;seafood;fish;diner,40.3972995,-3.7441719,
Mesón del Cordero,28047,Calle de la Alhambra,regional,40.3967811,-3.7440537,
Victoria,,,chinese,40.4034271,-3.7456947,
Casa Laura,28039,Calle del Marqués de Viana,spanish,40.46416,-3.7052407,no
Bar J. del Val,,,,40.3986341,-3.7727923,
Burguer La Posta,,,burger,40.4114914,-3.7514748,
Salchichería El Grill Alemán,,,friture,40.4114294,-3.7514944,
Museo del Jamón,,,regional,40.4166091,-3.7015702,yes
Café del Nuncio,,,,40.41329,-3.7098287,
100 Montaditos,,,sandwich,40.4474824,-3.7036959,
Reina Victoria,,,regional,40.4471374,-3.7052172,
Asador Parrilla,,,,40.4374882,-3.6347889,
Virgen del Cisne,,,,40.4366809,-3.6393577,
Yerbabuena,,Calle de Bordadores,,40.4163792,-3.7078349,
Bocoy,,,,40.4226928,-3.6782764,
Tapería Saraiba,,,,40.4227245,-3.6787109,limited
Estilo II,,,,40.4227122,-3.6785379,yes
Foster's Hollywood,,,american,40.4233051,-3.6786467,no
La Famiglia,28047,Calle de la Latina,italian,40.4003467,-3.7516973,
Gran Nemrut Oporto,,,egyptian;kebab,40.388491,-3.7306618,
Matilda,28014,Calle Almadén,,40.4110877,-3.6943434,no
Ganz,,,,40.4112111,-3.6948323,no
La Estación,,Paseo de la Florida,pizza,40.4224544,-3.7229346,
Café Carmen,28013,Calle del Carmen,spanish,40.4183316,-3.7043938,limited
El Ventorrillo,28005,Calle de Bailén,spanish,40.4128174,-3.7139203,
Chez Madrid,28014,Plaza de Cánovas del Castillo,european,40.4146851,-3.6945994,yes
Lateral Santa Ana,28012,Plaza de Santa Ana,,40.4143652,-3.7011349,limited
De La Riva,,,,40.4557174,-3.6806804,
La Cocina de San Román,,,international,40.4561847,-3.6781484,
Royal Fenix,,,,40.4549166,-3.679156,
La perla oriental,28038,Camino de Valderribas,chinese,40.3994689,-3.6594717,
El Rinconcito Andaluz,28038,Camino de Valderribas,,40.3986357,-3.6587748,
El Señor de los Milagros,,,peruvian,40.410864,-3.7307719,
La Pochola,28027,Calle de Arturo Soria,regional,40.4421753,-3.640771,
La Rollerie,,Carrera de San Jerónimo,,40.4165272,-3.6995613,
Lhardy,,,,40.4166082,-3.7013775,
Pulpería de Victoria,28012,Calle de la Victoria,regional,40.4164268,-3.7017415,
Rest. La Parrila de Usera,28026,Calle de La Pilarica,spanish,40.3858029,-3.7032559,
La Carpa,,,,40.4125848,-3.7036451,yes
La Parrilla de Galicia,28012,Plaza de Tirso de Molina,,40.4121225,-3.7044957,
De María Ópera,28013,Plaza de Isabel II,argentinian,40.4181945,-3.70899,
Apolo,,,,40.4125686,-3.7041644,no
Foster's Hollywood,,,american,40.4178269,-3.7098678,
Raku Sushi,,,japanese,40.4046103,-3.7080685,
Barandales,28009,Calle de Menorca,,40.41948,-3.6753811,
Restaurante Hegar,28012,Plaza Mayor,regional,40.4153209,-3.7065788,
Lazcano,28034,Calle de Nuria,,40.4918314,-3.7058181,
Porche de Lazcano,28034,Calle de Nuria,,40.4917368,-3.7045768,
Ginos,,,italian,40.4427337,-3.713189,no
Vips,,,international,40.4499425,-3.6951039,yes
La casa del pulpo,28026,Calle de los Almendrales,regional,40.3872344,-3.7004131,
,28005,Glorieta Puerta de Toledo,,40.4060918,-3.7113974,
Spices Cave,,,,40.3998387,-3.6469963,
La Bella Anna,,,italian,40.5036144,-3.7052436,
Fa Comida Asia Express,,,,40.4695079,-3.715119,
La Cocinilla,28014,Calle de Lope de Vega,tapas,40.4138307,-3.6979373,
Indian Spice,28014,Calle de Manuel Fernández y González,indian,40.4151932,-3.6991697,
Carmencita,,,,40.4568165,-3.7035658,
El Chaflan,,,,40.4669664,-3.6743262,yes
Casa Bustos,,,spanish,40.4018867,-3.6699715,
Ruta Las Hurdes,28007,Calle de Andalucía,regional,40.4020718,-3.6737502,
Cava Baja 17,28005,Calle de la Cava Baja,,40.412593,-3.7088178,limited
El Botánico,28014,Calle Ruiz de Alarcón,,40.4128754,-3.6912761,no
Villar,,,,40.4027744,-3.6724906,
Queen,28050,Castiello De Jaca,burger,40.5089519,-3.6781516,
Bar Paquito,,,regional,40.4407856,-3.6284583,limited
Los Molinos II,28037,Calle de Julián Camarillo,regional,40.4343149,-3.629114,
Catalina,,,,40.3978505,-3.6737289,
Havana Blues,,,,40.4021252,-3.6985008,
Bar Andalú La Torre del Oro,28012,Plaza Mayor,regional,40.4157877,-3.7076505,no
Bar Plaza Mayor,28012,Plaza Mayor,,40.4150004,-3.7068389,
Gustos,28012,Plaza Mayor,,40.4149531,-3.7079506,
Castaña,28012,Plaza Mayor,,40.4152228,-3.7065714,
Los Arcos,28012,Plaza Mayor,,40.4150063,-3.706646,
Museo del Jamón,28012,Plaza Mayor,deli;spanish,40.4153766,-3.7081521,no
La casa gallega,28013,Calle de Bordadores,regional,40.4170809,-3.7073497,yes
El Laurel Natural,,,,40.4050724,-3.6766365,
Restaurante San Román,,,regional,40.4043102,-3.6759327,
Maramor,,,spanish,40.4068648,-3.6774166,
Restaurante A Ribeira Sacra,,,spanish,40.4070035,-3.6785358,
La Madreña,28045,Calle del Bronce,regional,40.3923847,-3.6885513,
Casa Aparicio,,Calle Évora,,40.3862864,-3.7185155,
Taberna Madrid - Madriz,28004,Calle de Fuencarral,regional,40.4262403,-3.7013748,no
Marisquería Norte-Sur 2,28016,Calle de Costa Rica,,40.4583127,-3.6746609,
TragaTapas,,Calle de la Cava de San Miguel,regional,40.4147819,-3.7082818,
Take Wok,28012,Calle de Atocha,asian,40.4125657,-3.6996958,limited
La Tahona,28020,Calle del Poeta Joan Maragall,regional,40.4574335,-3.692846,
Steak Grill House,28012,Calle de Atocha,,40.4101726,-3.6942588,no
La Muñoza,,,spanish,40.4122258,-3.6991251,yes
El Campesino,28012,Calle de Atocha,,40.4104087,-3.6947574,no
Taj Mahal,28012,Calle de Lavapiés,indian,40.4094834,-3.7022293,
Sagaretxe,28010,Calle de Eloy Gonzalo,regional,40.4342102,-3.7010958,
La Pulpería del Peregrino,28050,Calle del Príncipe Carlos,regional,40.4892876,-3.6507476,
Restaurante Santamago,28050,Calle del Príncipe Carlos,,40.4884698,-3.6507042,
El pollito,,,,40.3456674,-3.7111941,
Asador de Enrique,,,,40.3448748,-3.7093251,
Los Galeones,,,,40.450161,-3.571595,
Gabaldón,,Calle Estudiantes,,40.4467238,-3.7123108,
Más que Pintxos,,Avenida de Alberto Alcocer,,40.4588175,-3.6803366,
Vips,,Calle del Padre Damián,international,40.4583062,-3.6853427,
100 Montaditos,,Calle de Bravo Murillo,sandwich,40.465928,-3.6906199,yes
SteakBurger,,Gran Vía,american,40.4197955,-3.6993961,no
Gauranga,,,indian-inspired,40.4128817,-3.7134616,
El Virrey de San Telmo II,,Calle del Planeta Tierra,,40.3920208,-3.6796595,
Luna Rossa,28015,Calle de San Bernardo,italian,40.4231356,-3.7072785,no
Calle 29,28004,Calle del Pez,,40.4242052,-3.7067659,no
Chiang Hu,28004,Calle de Silva,chinese,40.4218661,-3.7057098,no
Home Burger Bar,28004,Calle de Silva,burger,40.4219441,-3.7056153,yes
Kinza,28015,Calle de San Bernardo,georgian,40.4230723,-3.7074038,no
El Buda Feliz,28004,Calle de los Tudescos,chinese,40.4211562,-3.7056049,limited
Alduccio,,Avenida de Concha Espina,,40.4518098,-3.688277,
Asador de la Esquina,,,,40.4524625,-3.687472,
Ginos,,Calle del General López Pozas,italian,40.4637916,-3.685037,no
Kilómetros de Pizza,28020,Avenida de Brasil,pizza,40.4540899,-3.6932823,
La Llama,28003,Avenida de la Reina Victoria,,40.4464205,-3.7106408,
La coloquial,,Calle del Padre Damián,,40.4572955,-3.6859672,
Posada del León de Oro,28005,Calle de la Cava Baja,,40.4131993,-3.7085279,yes
Realcafé Bernabéu,,Avenida de Concha Espina,,40.4522314,-3.6884827,
Taberna los Huevos de Lucio,28005,Calle de la Cava Baja,spanish,40.4122758,-3.7095313,limited
100 Montaditos,28003,Paseo de San Francisco de Sales,sandwich,40.4420206,-3.713093,
O´Boi Parrilla,,,galician,40.3999528,-3.7107478,
kiraku,28004,Calle de Miguel Moya,japanese,40.4208882,-3.7055654,no
Goiko Grill,28004,Calle del Pez,,40.4242822,-3.7065474,no
Xiangzili Bar Restaurante,28004,Calle de los Libreros,arab;asian;oriental;noodles,40.4220815,-3.706348,
Pizzería Maravillas,28004,Plaza del Dos de Mayo,pizza,40.4266236,-3.7038736,no
Nuria,28004,Calle de Manuela Malasaña,ethiopian,40.4286843,-3.7031176,
Hanan,28008,Calle de Ventura Rodríguez,ethiopian,40.4259006,-3.7133788,
El Labriego,28013,Calle de las Veneras,regional,40.4194108,-3.7074591,
Casa Maravillas,28004,Calle de Manuela Malasaña,regional,40.4285734,-3.7034746,no
Vips,,,international,40.5101718,-3.689937,
Huariche,,,,40.4058072,-3.7462282,
Los Cotos,,,,40.3992807,-3.6951226,
Asador donostiarra,28020,Calle de la Infanta Mercedes,regional,40.4617774,-3.6957845,
Dong Cheng,28030,Calle del Camino de los Vinateros,chinese,40.4109566,-3.6579442,
Pomodoro,,,,40.4187296,-3.6210873,
,,,chinese,40.4222245,-3.6123675,
Vips,,,international,40.4251406,-3.6795681,
Avocado Love,28004,Calle del Marqués de Santa Ana,,40.4252766,-3.703638,no
,28004,Calle del Marqués de Santa Ana,,40.4249763,-3.7042036,
La panza de Sancho,,,regional,40.4812988,-3.7147386,
Vietnam Mekong,28013,Calle de Isabel La Católica,vietnamese,40.4213738,-3.7092363,
La taberna de Doña Jimena,28030,Avenida de Moratalaz,,40.4072746,-3.6476498,
A´ Fenestella,,Calle de Torquemada,italian,40.468231,-3.6383813,
Sobrado,28004,Calle del Pez,,40.4240125,-3.7059379,limited
La Copla,28004,Calle de Jesús del Valle,,40.4239558,-3.7050849,no
El Rincón de Pez,28004,Calle del Pez,,40.424372,-3.706718,no
Pez Tortilla,28004,Calle del Pez,,40.4242494,-3.7064905,limited
La Tía Juana,28004,Calle de Manuela Malasaña,mexican,40.4285994,-3.7036899,
La Taquería de Birra,28015,Plaza de las Comendadoras,mexican,40.4270811,-3.7085252,no
Dehesa Santa María,28013,Costanilla de los Ángeles,,40.4198315,-3.7081655,
Valle del Tiétar,28012,Calle Ciudad Rodrigo,regional,40.4156264,-3.7084029,
Casa Rúa,28012,Calle Ciudad Rodrigo,regional,40.4156141,-3.7083143,
Arrabal,28012,Plaza Mayor,,40.4157731,-3.7080496,limited
Cafetería Magerit,28012,Plaza Mayor,regional,40.4155385,-3.7081543,limited
Bar Tineo,28012,Plaza Mayor,,40.4151033,-3.7081185,
Café Zarra,28012,Plaza Mayor,,40.4150447,-3.7081117,
Cervecería Éboli,28012,Plaza Mayor,regional,40.41496,-3.7076879,
Mesón O'Luar,28015,Calle de San Bernardo,regional,40.4222044,-3.7078499,no
Kaiten Sushi,28015,Calle de San Bernardo,japanese;chinese;thai;asian,40.4219842,-3.7076973,
Paraíso del Jamón,28015,Calle de San Bernardo,regional,40.4219011,-3.7077193,no
Cafetería Oskar,28013,Calle de Silva,,40.420364,-3.7080532,
