nombre_restaurante,lat,lon,place_id,dine_in,direccion,price_level,rating,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,user_ratings_total,delivery,weelchair,hours_open,num_days_open,open_weekends,cod_distrito,cod_barrio,price_level_mean,rating_mean,user_ratings_mean,num_restaurantes,anio_medio_constr_vivendas,dur_media_credito_viviendas,edad_media_poblacion,num_locales_alta_abiertos,num_locales_alta_cerrados,poblacion_densidad,renta_media_persona,pct_crecimiento_demografico,valor_catast_inmueble_residen,tipo_cocina,Americana / Burgers,Asiática,China,Española,Fusión,Italiana,Japonesa,Latinoamericana,Mexicana,Otros,Arganzuela,Carabanchel,Centro,Chamartín,Chamberí,Ciudad Lineal,Fuencarral - El Pardo,Hortaleza,Latina,Moncloa - Aravaca,Moratalaz,Puente de Vallecas,Retiro,Salamanca,Tetuán,Usera,Abrantes,Acacias,Adelfas,Almagro,Almenara,Almendrales,Aluche,Apóstol Santiago,Arapiles,Argüelles,Atalaya,Atocha,Bellas Vistas,Berruguete,Canillas,Casa de Campo,Castellana,Castilla,Castillejos,Chopera,Ciudad Jardín,Ciudad Universitaria,Colina,Comillas,Cortes,Costillares,Cuatro Caminos,Delicias,El Pardo,El Viso,Embajadores,Entrevías,Estrella,Fontarrón,Fuente del Berro,Fuentelarreina,Gaztambide,Goya,Guindalera,Hispanoamérica,Ibiza,Imperial,Justicia,La Concepción,La Paz,Legazpi,Lista,Los Cármenes,Los Jerónimos,Lucero,Marroquina,Media Legua,Mirasierra,Moscardó,Niño Jesús,Nueva España,Numancia,Opañel,Pacífico,Palacio,Palomeras Bajas,Palos de la Frontera,Peñagrande,Pilar,Pinar del Rey,Piovera,Portazgo,Pradolongo,Prosperidad,Puerta Bonita,Puerta del Ángel,Quintana,Recoletos,Ríos Rosas,San Diego,San Isidro,San Juan Bautista,San Pascual,Sol,Trafalgar,Universidad,Valdeacederas,Valdefuentes,Valdezarza,Vallehermoso,Valverde,Ventas,Vista Alegre,Zofío,tipo_cocina_encoder,y
restaurante la polonesa,40.40420599999999,-3.6795535,ChIJq121zxkmQg0Ryzuor-rRMpg,1,"Calle de Narciso Serra, 3, Retiro, 28007 Madrid, Spain",1.0,4.6,1,1,1,1,1,1,0,1,1,1301.0,1,1,64.0,7,1,3,31,1.3571428571428572,4.071428571428571,848.2857142857143,28.0,1965.0,303.0,48.1,1038.0,182.0,444.982197,20388.0,-0.86,123126.0,Española,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,32.989621384735166
cerveceria restaurante el parador,40.3981026,-3.6730007,ChIJhf7eBBImQg0RFEoPxOP6XGY,1,"C. de Seco, 14, Retiro, 28007 Madrid, Spain",1.0,4.3,1,1,1,1,1,1,0,1,1,1697.0,0,1,119.0,7,1,3,32,1.1666666666666667,4.033333333333333,1149.3333333333333,12.0,1985.0,298.0,45.67,342.0,85.0,296.8945069,21266.0,-0.62,137001.0,Española,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,31.979987377546554
domino s pizza,40.40212,-3.67862,ChIJ9VgLPxcmQg0RYnk--jdKnXo,1,"C. de Téllez, 25, Retiro, 28007 Madrid, Spain",1.0,3.7,1,1,1,1,1,1,1,1,1,1336.0,1,1,77.0,7,1,3,31,1.3043478260869565,4.0826086956521745,908.8695652173913,23.0,1965.0,303.0,48.1,1038.0,182.0,444.982197,20388.0,-0.86,123126.0,Italiana,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,26.633279235277193
la junta,40.4022118,-3.6780473,ChIJrQAqNhcmQg0RcHGvroNApdc,1,"Pl. de Daoíz y Velarde, Retiro, 28007 Madrid, Spain",2.0,3.4,1,1,1,0,1,1,0,1,1,568.0,1,1,82.0,7,1,3,31,1.24,4.088,918.44,25.0,1965.0,303.0,48.1,1038.0,182.0,444.982197,20388.0,-0.86,123126.0,Española,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21.569193476029525
panaderia granier pacifico,40.4020106,-3.6744766,ChIJaQFjWxAmQg0RWZjphRwnO3c,1,"C. del Dr. Esquerdo, 178, Retiro, 28007 Madrid, Spain",1.0,3.6,1,1,1,1,1,1,1,1,1,1001.0,1,1,98.0,7,1,3,31,1.24,4.1080000000000005,851.96,25.0,1965.0,303.0,48.1,1038.0,182.0,444.982197,20388.0,-0.86,123126.0,Española,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,24.875111813921315
kebab kurdistan,40.4000148,-3.6718526,ChIJUUKEGA4mQg0Rep6NnGDHfKg,1,"Av. de la Ciudad de Barcelona, 95, Retiro, 28007 Madrid, Spain",1.0,3.5,1,1,1,1,1,1,1,1,1,74.0,1,1,70.0,7,1,3,32,1.1333333333333333,4.06,1242.4666666666667,15.0,1985.0,298.0,45.67,342.0,85.0,296.8945069,21266.0,-0.62,137001.0,Otros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,15.111208397377085
restaurante go  sushing pacifico,40.3999099,-3.6717958,ChIJa2rLGQ4mQg0RM_frVBR52Js,1,"Av. de la Ciudad de Barcelona, 97, Retiro, 28007 Madrid, Spain",2.0,4.6,1,1,0,1,1,1,1,1,1,660.0,1,0,54.0,6,1,3,32,1.0666666666666667,3.9866666666666664,1203.4,15.0,1985.0,298.0,45.67,342.0,85.0,296.8945069,21266.0,-0.62,137001.0,Japonesa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,29.871267663317752
celikatessen,40.404382,-3.675599,ChIJ398NZRomQg0R4Yp3ZfEPYUs,1,"Mercado de Pacífico (planta baja, C. de Valderribas, 30, Retiro, 28007 Madrid, Spain",1.0,4.6,1,1,0,1,1,1,1,1,1,79.0,1,1,14.5,4,0,3,31,1.3157894736842106,4.094736842105263,983.9473684210526,38.0,1965.0,303.0,48.1,1038.0,182.0,444.982197,20388.0,-0.86,123126.0,Española,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20.157322519499854
el laurel natural s l ,40.4050477,-3.6765889,ChIJB2QgPBomQg0Rl1fZH7MLT-8,1,"C. de Valderribas, 33, Retiro, 28007 Madrid, Spain",1.0,3.9,1,1,1,1,1,1,1,1,1,292.0,1,1,49.0,7,1,3,31,1.358974358974359,4.110256410256411,1041.974358974359,39.0,1965.0,303.0,48.1,1038.0,182.0,444.982197,20388.0,-0.86,123126.0,Española,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,22.152673175166562
taberna la antikaria,40.4034153,-3.6732028,ChIJPQ33CBAmQg0Rlct4nxebQxA,1,"C. del Dr. Esquerdo, 154, Retiro, 28007 Madrid, Spain",1.0,4.0,1,1,1,1,1,1,0,1,1,1226.0,0,1,100.5,6,0,3,31,1.2413793103448276,4.044827586206896,963.3103448275862,29.0,1965.0,303.0,48.1,1038.0,182.0,444.982197,20388.0,-0.86,123126.0,Española,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,28.449309778843645
mi sushi,40.4060676,-3.6794035,ChIJV1VcpxkmQg0RtZiuo16eIBQ,1,"C. de Valderribas, 4, Retiro, 28007 Madrid, Spain",2.0,4.3,1,1,1,1,1,1,1,1,1,378.0,1,1,54.0,7,1,3,31,1.3448275862068966,4.110344827586207,946.6896551724138,29.0,1965.0,303.0,48.1,1038.0,182.0,444.982197,20388.0,-0.86,123126.0,Japonesa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,25.531405681854434
bar la ardosa,40.4052932,-3.675173599999999,ChIJnQYcWRomQg0RVKjyLKsgyY0,1,"C. de Abtao, 32, Retiro, 28007 Madrid, Spain",1.0,4.4,1,1,1,1,1,1,1,1,1,304.0,0,1,90.0,6,1,3,31,1.3421052631578947,4.097368421052631,1062.2631578947369,38.0,1965.0,303.0,48.1,1038.0,182.0,444.982197,20388.0,-0.86,123126.0,Española,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,25.169371817072616
restaurante mezcal,40.4065474,-3.6778638,ChIJI_-LexkmQg0R0sCfYBJrQUU,1,"Calle de Narciso Serra, 35, Retiro, 28007 Madrid, Spain",2.0,4.4,1,1,0,1,1,1,1,0,1,1787.0,0,0,42.0,6,1,3,31,1.3,4.156666666666667,976.7,30.0,1965.0,303.0,48.1,1038.0,182.0,444.982197,20388.0,-0.86,123126.0,Española,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,32.95095300522722
kebab madrid,40.40646479999999,-3.6763962,ChIJ8ULOzhsmQg0R1uQeP_vwJZc,1,"C. de Cavanilles, 17, Retiro, 28007 Madrid, Spain",1.0,4.2,0,1,0,1,1,1,1,1,1,996.0,1,1,89.0,7,1,3,31,1.34375,4.15625,1004.09375,32.0,1965.0,303.0,48.1,1038.0,182.0,444.982197,20388.0,-0.86,123126.0,Otros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,28.999953233839722
restaurante ribeira sacra,40.4070256,-3.678527,ChIJUySfaxkmQg0RYgyj6iw7IiY,1,"C. de Cavanilles, 4, Retiro, 28007 Madrid, Spain",2.0,4.1,1,1,1,1,1,1,0,1,1,889.0,0,1,90.0,6,1,3,31,1.3076923076923077,4.223076923076923,1002.2307692307693,26.0,1965.0,303.0,48.1,1038.0,182.0,444.982197,20388.0,-0.86,123126.0,Española,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,27.844007997177357
burger king,40.40687760000001,-3.6745664,ChIJPwzKFhsmQg0Rfwt1bEnoZnw,1,"Metro Conde del Casal, Av. del Mediterráneo, 24, Retiro, 28007 Madrid, Spain",1.0,3.8,1,1,1,1,1,1,1,0,1,2267.0,1,1,84.5,7,1,3,31,1.3529411764705883,4.197058823529411,992.6764705882352,34.0,1965.0,303.0,48.1,1038.0,182.0,444.982197,20388.0,-0.86,123126.0,Americana / Burgers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29.36128392642104
mcdonald s,40.39821999999999,-3.668787,ChIJyw3AIwwmQg0R-mnrYm-ClMU,1,"Av. de la Albufera, 1, Puente de Vallecas, 28038 Madrid, Spain",1.0,3.9,1,1,1,1,1,1,0,0,1,2454.0,1,1,92.0,7,1,13,136,1.1,4.0200000000000005,1044.8,20.0,1971.0,297.0,43.6,1236.0,761.0,275.59894,10566.0,-2.93,53286.0,Española,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,30.44293995689162
cafeteria sagredo,40.40697730000001,-3.6759285,ChIJW2XKvhsmQg0RTaeKpbtXcDw,1,"Av. del Mediterráneo, 16, Retiro, 28007 Madrid, Spain",1.0,4.1,1,1,1,1,1,1,0,1,1,366.0,1,1,98.0,6,0,3,31,1.3448275862068966,4.210344827586207,1039.896551724138,29.0,1965.0,303.0,48.1,1038.0,182.0,444.982197,20388.0,-0.86,123126.0,Española,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,24.211983577023737
arroceria rotonda de pacifico,40.40117059999999,-3.6742838,ChIJ0Zk1UxAmQg0RD5a5F1CPRnU,1,"Av. de la Ciudad de Barcelona, 81, Retiro, 28007 Madrid, Spain",2.0,4.0,1,1,1,1,1,1,0,1,1,2701.0,1,1,107.5,7,1,3,32,1.2083333333333333,4.045833333333333,760.6666666666666,24.0,1985.0,298.0,45.67,342.0,85.0,296.8945069,21266.0,-0.62,137001.0,Española,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,31.606990074080578
